dataset,model,precision,corruption,severity,clean_ap_native,corrupt_ap_native,d_native,clean_metric_sha256,corrupt_metric_sha256
tt100k,yolo11x,int8-entropy,jpeg,1,0.5601833348733681,0.5501054499511168,0.010077884922251368,effe415754d05f3fc275b56d7b23c2c19bebd6b3aa905325a8345729c102917f,bdd53440c7c88627923c52ea63fa0de6a455b1256505a5fc7a8466bf367110fc
tt100k,yolo11x,fp8,jpeg,1,0.5609765738139392,0.559308155115965,0.0016684186979741833,4f6984cb4d1670f659ad5d705e2137f2a9b31bbbad7668337e1392884467fce4,15e00b200ad54c3bad58427520ae04977c5aba5262a234b273c07d3c2f13912e
tt100k,yolo11x,int8-entropy,jpeg,3,0.5601833348733681,0.5465592569323696,0.013624077940998514,effe415754d05f3fc275b56d7b23c2c19bebd6b3aa905325a8345729c102917f,6ef97037c90ae55d452c9ee2080cba78326c66e6307c784b5b21bf63be67a4d4
tt100k,yolo11x,fp8,jpeg,3,0.5609765738139392,0.5545015246812919,0.0064750491326472925,4f6984cb4d1670f659ad5d705e2137f2a9b31bbbad7668337e1392884467fce4,6a0d7e99a14383be12d9ef530bf6263f2cac03b93a91507bb027e15227171b46
tt100k,yolo11x,int8-entropy,jpeg,5,0.5601833348733681,0.4678669496091501,0.09231638526421804,effe415754d05f3fc275b56d7b23c2c19bebd6b3aa905325a8345729c102917f,9015930efb33603692b5bcb1201d8955dfd3c3cc1386ab65e734875f9d00fba8
tt100k,yolo11x,fp8,jpeg,5,0.5609765738139392,0.4762583454261238,0.0847182283878154,4f6984cb4d1670f659ad5d705e2137f2a9b31bbbad7668337e1392884467fce4,2da1e190f85c8e528c2e1f246163ea5b1fd185457b1f3cd5c07bd1c9005a7022
tt100k,yolo11x,int8-entropy,motion_blur,1,0.5601833348733681,0.518707494367448,0.041475840505920125,effe415754d05f3fc275b56d7b23c2c19bebd6b3aa905325a8345729c102917f,b0f7d36f95b16df4c2636177686d24c744113a290c19bef382ebdb09ffd0e82b
tt100k,yolo11x,fp8,motion_blur,1,0.5609765738139392,0.530910990420632,0.030065583393307227,4f6984cb4d1670f659ad5d705e2137f2a9b31bbbad7668337e1392884467fce4,9fa95e460084ee628659f97e7ce06356a93bcde9c88a4c8bfa06ac4f0f0b361c
tt100k,yolo11x,int8-entropy,motion_blur,3,0.5601833348733681,0.19307088208304085,0.3671124527903273,effe415754d05f3fc275b56d7b23c2c19bebd6b3aa905325a8345729c102917f,ecf24a80af1f2de7af624006f16f5f8ddab1e71b206fd036384f9fcccc7a95d5
tt100k,yolo11x,fp8,motion_blur,3,0.5609765738139392,0.19653430701276578,0.3644422668011734,4f6984cb4d1670f659ad5d705e2137f2a9b31bbbad7668337e1392884467fce4,37ca936d04fa84641b9b55d8994135d85d243fdd1d1cd26e23f92aec6b201e7f
tt100k,yolo11x,int8-entropy,motion_blur,5,0.5601833348733681,0.05224886092910664,0.5079344739442615,effe415754d05f3fc275b56d7b23c2c19bebd6b3aa905325a8345729c102917f,588c8d5066143a73801757f2dc44ca8102fb82b2bcd6ea91642f07e991388591
tt100k,yolo11x,fp8,motion_blur,5,0.5609765738139392,0.052725947948453554,0.5082506258654856,4f6984cb4d1670f659ad5d705e2137f2a9b31bbbad7668337e1392884467fce4,155a077d6d801df558204440c5981c077322816464207abcc60876e320348007
voc,yolo11m,int8-entropy,fog,1,0.6665887208080649,0.6614869308083818,0.005101789999683026,9a9c6034b9de581d97df1fbcbe5394a1e242fbc4819191fb06e5836cffde3545,ca800353a95b5e8fe319dde2e35e98025bb95ac1f0d0e3cbb60fd8335a9d0540
voc,yolo11m,fp8,fog,1,0.6835575000487126,0.6786410753338022,0.0049164247149103835,01b9e4b704f2b64a182dac89cd807d81ce7f9f257814e3727066c71d4926a537,d42fd774fba87dd09d65e027a21308d22b59f185b2c0e28f837afb77ec31101d
voc,yolo11m,int8-entropy,fog,3,0.6665887208080649,0.6551436310325693,0.01144508977549552,9a9c6034b9de581d97df1fbcbe5394a1e242fbc4819191fb06e5836cffde3545,8d889243a97811d9101208703ecffcc24709397e44e1b786f2cd978d663846c9
voc,yolo11m,fp8,fog,3,0.6835575000487126,0.6718693876214817,0.01168811242723089,01b9e4b704f2b64a182dac89cd807d81ce7f9f257814e3727066c71d4926a537,727ab95530ed2bc3936b964fde7603fffe816cd12b31a942fdeef11fafd66b82
voc,yolo11m,int8-entropy,fog,5,0.6665887208080649,0.6459524014226197,0.02063631938544519,9a9c6034b9de581d97df1fbcbe5394a1e242fbc4819191fb06e5836cffde3545,fb91cb67f019db40b11f8ce35e28f46ac0bf71f567440b557e0eacceca3a1b1d
voc,yolo11m,fp8,fog,5,0.6835575000487126,0.6619631930293591,0.021594307019353498,01b9e4b704f2b64a182dac89cd807d81ce7f9f257814e3727066c71d4926a537,d1905ae62f021001b31c8080ac5ab893ccc6822e2206080495d781384b27e178
voc,yolo11m,int8-entropy,gaussian_noise,1,0.6665887208080649,0.6428693102860686,0.02371941052199622,9a9c6034b9de581d97df1fbcbe5394a1e242fbc4819191fb06e5836cffde3545,f7ac32f81c0d6e75dc8d1c6e72290195c66ca1e4867e9b9c9dfd8b441d19ad1a
voc,yolo11m,fp8,gaussian_noise,1,0.6835575000487126,0.6610216194211861,0.02253588062752654,01b9e4b704f2b64a182dac89cd807d81ce7f9f257814e3727066c71d4926a537,ab12ccda9d1bfa1a916babf57a3c06050371a4130359bb011dfd12f9471836f3
voc,yolo11m,int8-entropy,gaussian_noise,3,0.6665887208080649,0.5384152082383608,0.1281735125697041,9a9c6034b9de581d97df1fbcbe5394a1e242fbc4819191fb06e5836cffde3545,4d56c4fb40319ca6e512daa334cbf838fff138324404102e2087331781c2600a
voc,yolo11m,fp8,gaussian_noise,3,0.6835575000487126,0.5530799164674811,0.13047758358123152,01b9e4b704f2b64a182dac89cd807d81ce7f9f257814e3727066c71d4926a537,bc1f112622be724e34b68c0569664cc4084938bca3e3dd71072f71a2fa6d9bc6
voc,yolo11m,int8-entropy,gaussian_noise,5,0.6665887208080649,0.3173433909174245,0.3492453298906404,9a9c6034b9de581d97df1fbcbe5394a1e242fbc4819191fb06e5836cffde3545,96dc53f17ec44864aad8771f953713e301db28f3f5d51183637c3ab820e93c2b
voc,yolo11m,fp8,gaussian_noise,5,0.6835575000487126,0.3210239882552484,0.3625335117934642,01b9e4b704f2b64a182dac89cd807d81ce7f9f257814e3727066c71d4926a537,379d6c857fb3a39596712e7a96e13f793c7875d4b3bedddd380ae8bd45c601a6
voc,yolo11m,int8-entropy,jpeg,1,0.6665887208080649,0.6548696917951583,0.011719029012906557,9a9c6034b9de581d97df1fbcbe5394a1e242fbc4819191fb06e5836cffde3545,2b86e097659b08b48da379619cf426605647f8d63db67dcabc45b13570e0ff51
voc,yolo11m,fp8,jpeg,1,0.6835575000487126,0.6700989547861561,0.01345854526255652,01b9e4b704f2b64a182dac89cd807d81ce7f9f257814e3727066c71d4926a537,a3d197afddfae85e031c79882c74dbc9988f7c0509f59f3064b7fc80ffbe861d
voc,yolo11m,int8-entropy,jpeg,3,0.6665887208080649,0.6371060743918242,0.029482646416240654,9a9c6034b9de581d97df1fbcbe5394a1e242fbc4819191fb06e5836cffde3545,3bf59bc5714d305412507043b9073b58c47d9a423e95c0b5c00704c6312c6c07
voc,yolo11m,fp8,jpeg,3,0.6835575000487126,0.6462766497455955,0.03728085030311712,01b9e4b704f2b64a182dac89cd807d81ce7f9f257814e3727066c71d4926a537,2c56efae2c32a14593a3915eb621520354eff4a4109d564690a206aba61ec443
voc,yolo11m,int8-entropy,jpeg,5,0.6665887208080649,0.4561331435763839,0.21045557723168096,9a9c6034b9de581d97df1fbcbe5394a1e242fbc4819191fb06e5836cffde3545,342da2f79648d6b2b5de01302246fe74d61f913a3effeacc4040c44d14ed8dc8
voc,yolo11m,fp8,jpeg,5,0.6835575000487126,0.44580509113527844,0.2377524089134342,01b9e4b704f2b64a182dac89cd807d81ce7f9f257814e3727066c71d4926a537,0c84768dab3b0ab2a617276a5faf3c422bd5994474633a87801386c1992bc2b8
voc,yolo11m,int8-entropy,motion_blur,1,0.6665887208080649,0.5826199412578174,0.08396877955024751,9a9c6034b9de581d97df1fbcbe5394a1e242fbc4819191fb06e5836cffde3545,aebfa7374a726abee0677927f4073b84d21bae79d19c4773a4145b3d36618965
voc,yolo11m,fp8,motion_blur,1,0.6835575000487126,0.5971321941952474,0.0864253058534652,01b9e4b704f2b64a182dac89cd807d81ce7f9f257814e3727066c71d4926a537,97f5d0c82b0759013173ef3f3d8d2e6ea05092d21059acfcfd55b3bf0602dcba
voc,yolo11m,int8-entropy,motion_blur,3,0.6665887208080649,0.2298774691010831,0.4367112517069818,9a9c6034b9de581d97df1fbcbe5394a1e242fbc4819191fb06e5836cffde3545,47085cbd3eb1d16a88a6c5ddec8051ab6cd617cd2c746bf97d157bcc893c3c4d
voc,yolo11m,fp8,motion_blur,3,0.6835575000487126,0.24346006081657184,0.4400974392321408,01b9e4b704f2b64a182dac89cd807d81ce7f9f257814e3727066c71d4926a537,5fd30bb5f3909d2bf6c6a32cac2f825e379cf775452666339745ec207f743c51
voc,yolo11m,int8-entropy,motion_blur,5,0.6665887208080649,0.05911413305212551,0.6074745877559393,9a9c6034b9de581d97df1fbcbe5394a1e242fbc4819191fb06e5836cffde3545,0c48b27483c53d653580331514daeeff90d9ff7508d99c73482832b1a7035cf9
voc,yolo11m,fp8,motion_blur,5,0.6835575000487126,0.06519056691185628,0.6183669331368563,01b9e4b704f2b64a182dac89cd807d81ce7f9f257814e3727066c71d4926a537,0c19cb58f40fe5851d6415b64f652369bebcf105e21c101f689c6f67089c7ea9
voc,yolo11n,int8-entropy,fog,1,0.6151091742678283,0.6075608688558958,0.007548305411932521,9775e43c09e3d18c0ef55bc72d79464bb73c2d3307dd18b7f0a87068965d100f,dbfa42470e8ecf4cc3d9e49c31f4782ba611b1956c816a4bdf79d565d21b15d1
voc,yolo11n,fp8,fog,1,0.621888736504584,0.6145703427025587,0.007318393802025258,c1fadbd074ceb9c3035251c1d76ab1839ddaec8a6f263e8063c58a43391d9181,a42ddfa0f164494a181492a12c729f38919264d575df71a291cdd7720dd30597
voc,yolo11n,int8-entropy,fog,3,0.6151091742678283,0.5937859010682618,0.021323273199566506,9775e43c09e3d18c0ef55bc72d79464bb73c2d3307dd18b7f0a87068965d100f,a2f5394aec0208948f0fd54cdce7e720aa14357d5c2ad2dec2b97aabb5509709
voc,yolo11n,fp8,fog,3,0.621888736504584,0.6051940047384339,0.016694731766150106,c1fadbd074ceb9c3035251c1d76ab1839ddaec8a6f263e8063c58a43391d9181,ae9fe35c2ad4a2509e8d0f4402d4bc8f19c60c92eaa6b69d85bf4f916136b588
voc,yolo11n,int8-entropy,fog,5,0.6151091742678283,0.5767046470350483,0.038404527232779984,9775e43c09e3d18c0ef55bc72d79464bb73c2d3307dd18b7f0a87068965d100f,cd1688b73af96355e879383895fa76c84b2fb79a6bb0d5e8001588c541c67f03
voc,yolo11n,fp8,fog,5,0.621888736504584,0.589110056530474,0.03277867997410999,c1fadbd074ceb9c3035251c1d76ab1839ddaec8a6f263e8063c58a43391d9181,cc71e6b63c2e448d7077f208d6e4839ab225b28a155f82ca8d428ba646081a29
voc,yolo11n,int8-entropy,gaussian_noise,1,0.6151091742678283,0.5766671400991924,0.0384420341686359,9775e43c09e3d18c0ef55bc72d79464bb73c2d3307dd18b7f0a87068965d100f,01604c360a71f1e52f31778fe1d01ad0da5064a399c48d5a75f89657c625b406
voc,yolo11n,fp8,gaussian_noise,1,0.621888736504584,0.588172804977664,0.033715931526919984,c1fadbd074ceb9c3035251c1d76ab1839ddaec8a6f263e8063c58a43391d9181,9f0dc28ebdccad618534af07594f561485ac6a7c9df4163a5e36f0bbd50b2192
voc,yolo11n,int8-entropy,gaussian_noise,3,0.6151091742678283,0.4347706676655736,0.1803385066022547,9775e43c09e3d18c0ef55bc72d79464bb73c2d3307dd18b7f0a87068965d100f,2dc9fc3b77a0bd47b9e8d9102f2ecc81abc7c72f49b76b1d6ba2d7fbbe5fdd0b
voc,yolo11n,fp8,gaussian_noise,3,0.621888736504584,0.4463296932030085,0.17555904330157546,c1fadbd074ceb9c3035251c1d76ab1839ddaec8a6f263e8063c58a43391d9181,b531ac9c6a9e7ffcba6eea5b8ebc315bf774f946d2d61643d11d1d52094cab2c
voc,yolo11n,int8-entropy,gaussian_noise,5,0.6151091742678283,0.1469736692413104,0.4681355050265179,9775e43c09e3d18c0ef55bc72d79464bb73c2d3307dd18b7f0a87068965d100f,69f53ae1bdd574501b522c98571599a3e6369bdf55f1327e9d5b854270c94729
voc,yolo11n,fp8,gaussian_noise,5,0.621888736504584,0.15268391193966907,0.4692048245649149,c1fadbd074ceb9c3035251c1d76ab1839ddaec8a6f263e8063c58a43391d9181,ecc62cb303fcf8287b207e0c4f45ee21859de7a1c2dadf0036428cf6e01af8ea
voc,yolo11n,int8-entropy,jpeg,1,0.6151091742678283,0.6046687422348123,0.010440432033016034,9775e43c09e3d18c0ef55bc72d79464bb73c2d3307dd18b7f0a87068965d100f,dbde63cc4b6691333e3c885100fad9cd3268074b73eb0cae30b1518d99dea36b
voc,yolo11n,fp8,jpeg,1,0.621888736504584,0.6160525592998584,0.005836177204725623,c1fadbd074ceb9c3035251c1d76ab1839ddaec8a6f263e8063c58a43391d9181,1d98fe6b802f69386e621f776abc8268be918be1fcc2ca552d0926463ebfc438
voc,yolo11n,int8-entropy,jpeg,3,0.6151091742678283,0.586624412788983,0.028484761478845266,9775e43c09e3d18c0ef55bc72d79464bb73c2d3307dd18b7f0a87068965d100f,851fa5a4c0b39ee17593efb924ab5542b37b1ac710e248f90062a393f1aaf203
voc,yolo11n,fp8,jpeg,3,0.621888736504584,0.5978276161862391,0.024061120318344842,c1fadbd074ceb9c3035251c1d76ab1839ddaec8a6f263e8063c58a43391d9181,754203f0937f5dbd8d796c069a4aac5bfd5df9fc477c0796c80f8f7c0d08bdac
voc,yolo11n,int8-entropy,jpeg,5,0.6151091742678283,0.42588550562761013,0.18922366864021817,9775e43c09e3d18c0ef55bc72d79464bb73c2d3307dd18b7f0a87068965d100f,eced9f10d79d7d24e5d27664a5ebca0b78b163fbe38df2e95c348ae505941442
voc,yolo11n,fp8,jpeg,5,0.621888736504584,0.43163577643515494,0.19025296006942904,c1fadbd074ceb9c3035251c1d76ab1839ddaec8a6f263e8063c58a43391d9181,25fa9379278b8b060b68be561345b3e18f927c154b2fee216427772258284573
voc,yolo11n,int8-entropy,motion_blur,1,0.6151091742678283,0.5071578299072865,0.10795134436054177,9775e43c09e3d18c0ef55bc72d79464bb73c2d3307dd18b7f0a87068965d100f,e28dadfbd4a1761cd6038ece00c6383f0b45602a875afed31de758e39811ce52
voc,yolo11n,fp8,motion_blur,1,0.621888736504584,0.5116995691467252,0.11018916735785877,c1fadbd074ceb9c3035251c1d76ab1839ddaec8a6f263e8063c58a43391d9181,423324d69bc956c55bf4a4cca1926a002904a4fb31d20816a4e6b1908993788b
voc,yolo11n,int8-entropy,motion_blur,3,0.6151091742678283,0.15013029539713368,0.4649788788706946,9775e43c09e3d18c0ef55bc72d79464bb73c2d3307dd18b7f0a87068965d100f,d9cd2ff953180daf1073b97a5664892dc3610279b22f2f7fb56bd5d1268f3cf9
voc,yolo11n,fp8,motion_blur,3,0.621888736504584,0.1692617572838433,0.4526269792207407,c1fadbd074ceb9c3035251c1d76ab1839ddaec8a6f263e8063c58a43391d9181,496ef554c7e9f054b0a239fd5fcca13df14a70ff8ca32a9f222c2cdbe67dcd83
voc,yolo11n,int8-entropy,motion_blur,5,0.6151091742678283,0.04114058702264697,0.5739685872451813,9775e43c09e3d18c0ef55bc72d79464bb73c2d3307dd18b7f0a87068965d100f,ade7799810a744f77e631ef2f8ca0d176865beeea7f171fef51f2b0e0aef75a6
voc,yolo11n,fp8,motion_blur,5,0.621888736504584,0.04795981463803303,0.573928921866551,c1fadbd074ceb9c3035251c1d76ab1839ddaec8a6f263e8063c58a43391d9181,de94a60e6c83e4bf181139fc69b222580664a68e66a48bd669a979c41b42be5c
voc,yolo11x,int8-entropy,fog,1,0.6902748108834477,0.6868676226629575,0.0034071882204901316,97bf2a2be419b643be918506342d378d94a52fbc80284b972f6f693d9dbe5aa0,918e7154997dd463bcf8f4d03c928589125f3fa4f10deb062a48dfa749a180ad
voc,yolo11x,fp8,fog,1,0.6994072199041381,0.6979826042118186,0.001424615692319553,f1356e255339835d7adb43cec069ca41448ad5b97563da21dca544c8ea8aa672,a4520b392c9c8f0a75913658574525917fd7819baf8b51bf9940bd159a687f38
voc,yolo11x,int8-entropy,fog,3,0.6902748108834477,0.681934850246698,0.008339960636749688,97bf2a2be419b643be918506342d378d94a52fbc80284b972f6f693d9dbe5aa0,21ef63d7a748651ccc3b2f25632abbef85918ed383dfa0df60aa942d95803cac
voc,yolo11x,fp8,fog,3,0.6994072199041381,0.6929421841234921,0.006465035780646056,f1356e255339835d7adb43cec069ca41448ad5b97563da21dca544c8ea8aa672,9924370c5166aaef93b44795797fe441d86735bd2685c494cbac0cd1a426d307
voc,yolo11x,int8-entropy,fog,5,0.6902748108834477,0.6711495454892887,0.01912526539415893,97bf2a2be419b643be918506342d378d94a52fbc80284b972f6f693d9dbe5aa0,3777e3001ff65f32cd53afe6aa6a432f89ce06ab06120d23e78f0691a2148932
voc,yolo11x,fp8,fog,5,0.6994072199041381,0.6841089538397107,0.015298266064427413,f1356e255339835d7adb43cec069ca41448ad5b97563da21dca544c8ea8aa672,c1a432394827f08184585d1f7f60b41c9dc0a52d03699bde7d0578824d8a28ed
voc,yolo11x,int8-entropy,gaussian_noise,1,0.6902748108834477,0.6644259069237833,0.025848903959664327,97bf2a2be419b643be918506342d378d94a52fbc80284b972f6f693d9dbe5aa0,66d065cf5b43b08e9e53e8bb162bd414781fa9b864c13ab290b47b2afbb2e642
voc,yolo11x,fp8,gaussian_noise,1,0.6994072199041381,0.6776494129568038,0.021757806947334313,f1356e255339835d7adb43cec069ca41448ad5b97563da21dca544c8ea8aa672,1c2df9742c534ba33237dc9095a51d22df345384f43daafe9c368ff43081f38c
voc,yolo11x,int8-entropy,gaussian_noise,3,0.6902748108834477,0.5755687090549194,0.11470610182852825,97bf2a2be419b643be918506342d378d94a52fbc80284b972f6f693d9dbe5aa0,6d0a73606975ebf4a3951d13e9758e559b268744d905577151e198a98304f1ae
voc,yolo11x,fp8,gaussian_noise,3,0.6994072199041381,0.5934696702742295,0.10593754962990864,f1356e255339835d7adb43cec069ca41448ad5b97563da21dca544c8ea8aa672,62fda44f6042f92500d934d16c1dd118d2f7e9527ecffe9412c14c91e4265dc1
voc,yolo11x,int8-entropy,gaussian_noise,5,0.6902748108834477,0.3415560495733892,0.34871876131005847,97bf2a2be419b643be918506342d378d94a52fbc80284b972f6f693d9dbe5aa0,552fa511a14b4206ad419178f81e9ebd0f12db924173087009d872df7f43f6a1
voc,yolo11x,fp8,gaussian_noise,5,0.6994072199041381,0.3586614577285663,0.34074576217557184,f1356e255339835d7adb43cec069ca41448ad5b97563da21dca544c8ea8aa672,6af8df943dc11e52d2a9af6798c5fb6324eb7679031cf15a61ade8086cbc6c78
voc,yolo11x,int8-entropy,jpeg,1,0.6902748108834477,0.6814988599431002,0.008775950940347443,97bf2a2be419b643be918506342d378d94a52fbc80284b972f6f693d9dbe5aa0,a7e86e28f41c973dfd129cb6ecbffc3e89d66e26c914bcb5a39ea83cec4f3174
voc,yolo11x,fp8,jpeg,1,0.6994072199041381,0.6903579403002552,0.00904927960388291,f1356e255339835d7adb43cec069ca41448ad5b97563da21dca544c8ea8aa672,dabab1bc5c6ebe917df4379a1e4c34d4cabeac7db349b083fc75a557b61f3a15
voc,yolo11x,int8-entropy,jpeg,3,0.6902748108834477,0.6637791502765517,0.02649566060689601,97bf2a2be419b643be918506342d378d94a52fbc80284b972f6f693d9dbe5aa0,2d42f456a7906942cfa9a73ae64842d172f7ede03d830dc52843c555470a5e5e
voc,yolo11x,fp8,jpeg,3,0.6994072199041381,0.6719834105219457,0.027423809382192466,f1356e255339835d7adb43cec069ca41448ad5b97563da21dca544c8ea8aa672,2ed675878d32f326794deb0de1c9d1e7db5bd7214526a5f6d641ca2cf79bcef9
voc,yolo11x,int8-entropy,jpeg,5,0.6902748108834477,0.5145640504050045,0.17571076047844314,97bf2a2be419b643be918506342d378d94a52fbc80284b972f6f693d9dbe5aa0,17bcb2f33fecb37ebe5d0b7b5a4a10e58920758b49a032b8c37b1ec854225eef
voc,yolo11x,fp8,jpeg,5,0.6994072199041381,0.4927336853168063,0.20667353458733184,f1356e255339835d7adb43cec069ca41448ad5b97563da21dca544c8ea8aa672,17e91103d9d52f6ebecf36582eb5cb532c75d07420e6a0d138c304ded8c91259
voc,yolo11x,int8-entropy,motion_blur,1,0.6902748108834477,0.6136866407413539,0.07658817014209374,97bf2a2be419b643be918506342d378d94a52fbc80284b972f6f693d9dbe5aa0,ce54e8c6c0c78b988cb7e0f193087ba2cceb00432793c8bf8c0dd4e178491bd5
voc,yolo11x,fp8,motion_blur,1,0.6994072199041381,0.6262505909589954,0.07315662894514274,f1356e255339835d7adb43cec069ca41448ad5b97563da21dca544c8ea8aa672,d0dff47c11334fb5f42ef5a56e988e12c542679f758bb93c000c7534024d1893
voc,yolo11x,int8-entropy,motion_blur,3,0.6902748108834477,0.23987985378676957,0.4503949570966781,97bf2a2be419b643be918506342d378d94a52fbc80284b972f6f693d9dbe5aa0,0d869a1af9919c1f4fa288baa58518695226801848d4285d7df7dc7a655304c9
voc,yolo11x,fp8,motion_blur,3,0.6994072199041381,0.26377743014119076,0.43562978976294736,f1356e255339835d7adb43cec069ca41448ad5b97563da21dca544c8ea8aa672,29bc2e91b4ceaa94f3b123716a6ccb95c8ce8911d25d0ba5ce3cbdc7a9a1a782
voc,yolo11x,int8-entropy,motion_blur,5,0.6902748108834477,0.06080573692692374,0.629469073956524,97bf2a2be419b643be918506342d378d94a52fbc80284b972f6f693d9dbe5aa0,dcafee26f954e5e00c42ea3742c27773496a5eb5183c57d03dfbb6d1c09619ac
voc,yolo11x,fp8,motion_blur,5,0.6994072199041381,0.0719132248742483,0.6274939950298898,f1356e255339835d7adb43cec069ca41448ad5b97563da21dca544c8ea8aa672,187bf265fcb7f5cc1d67d670a9b2f09d731025f7bd099c0f7db75af15593cdc2
